stimuli,mos
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/43.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/44.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/45.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/46.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/47.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/49.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/50.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/51.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/53.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/54.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/55.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/56.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/57.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/58.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/59.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/6.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/60.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/61.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/62.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/63.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/64.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/65.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/66.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/67.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/69.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/7.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/70.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/71.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/72.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/73.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/74.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/75.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/76.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/77.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/79.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/8.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/80.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/82.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/83.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/84.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/85.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/86.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/89.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/90.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/91.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/92.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/93.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/94.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/95.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/96.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/97.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A1/98.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/0.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/2.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/3.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/4.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/5.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/6.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/8.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A10/9.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/0.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/1.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/10.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/100.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/101.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/102.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/103.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/104.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/106.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/107.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/108.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/109.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/11.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/110.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/111.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/13.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/14.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/15.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/16.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/17.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/18.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/19.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/20.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/21.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/22.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/23.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/24.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/25.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/26.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/28.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/3.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/31.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/33.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/34.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/35.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/36.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/37.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/38.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/39.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/4.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/40.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/41.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/42.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/43.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/44.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/45.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/46.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/47.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/48.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/50.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/52.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/53.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/54.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/55.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/57.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/58.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/59.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/6.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/62.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/63.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/64.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/65.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/66.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/67.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/69.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/7.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/70.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/71.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/72.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/73.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/74.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/75.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/76.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/77.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/78.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/79.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/8.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/81.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/82.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/83.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/85.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/86.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/87.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/88.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/89.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/90.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/91.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/92.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/93.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/94.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/95.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/97.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/98.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A2/99.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio0.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio1.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio10.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio100.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio101.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio104.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio105.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio106.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio107.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio108.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio109.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio11.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio110.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio111.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio112.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio113.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio114.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio115.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio116.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio117.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio118.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio119.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio12.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio120.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio121.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio123.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio124.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio125.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio126.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio127.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio128.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio129.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio13.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio130.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio131.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio132.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio133.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio134.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio135.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio136.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio137.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio138.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio139.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio140.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio141.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio143.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio146.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio147.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio149.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio15.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio150.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio153.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio154.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio155.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio157.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio158.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio159.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio16.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio160.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio161.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio162.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio163.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio165.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio166.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio167.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio168.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio169.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio170.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio171.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio172.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio173.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio174.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio176.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio177.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio178.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio18.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio180.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio181.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio182.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio183.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio184.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio186.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio188.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio189.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio19.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio190.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio191.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio192.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio193.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio194.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio195.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio196.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio197.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio198.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio2.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio20.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio21.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio22.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio23.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio24.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio25.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio26.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio27.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio29.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio30.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio32.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio33.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio34.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio36.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio37.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio38.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio39.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio4.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio40.wav,5.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio41.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio42.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio43.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio45.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio46.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio47.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio48.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio49.wav,3.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio50.wav,1.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio51.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio52.wav,1.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio53.wav,2.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio54.wav,2.5
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio55.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio56.wav,4.0
/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A3/audio57.wav,4.0
