participant_id,age,gender_participant,country,province,education,headphone_brand,stimuli,score,stimuli_group,stimuli_service,gender_stimuli,dialect,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
36w18huenqzembkxhb4b67,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01838963639.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.6227188,4.180193,3.9981694,3.773164,3.9852455,NISQAv2
i035g56vlm5ayg6ke1amp,25,F,AR,Buenos Aires,3,Samsung,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01852058096.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.5169253,4.1572247,4.681072,4.3089423,4.400103,NISQAv2
i035g56vlm5ayg6ke1amp,25,F,AR,Buenos Aires,3,Samsung,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00607531266.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.573814,4.395853,4.71787,4.4499497,4.5650835,NISQAv2
4kkajwqbxbr4zfc0eys6a3,53,M,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM5,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01983307905.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,2.1397364,3.8045313,2.2502763,2.621399,3.2337282,NISQAv2
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00267144431.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,3.560948,4.1598535,3.9779775,3.846457,4.1462636,NISQAv2
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01519113277.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,3.1334224,3.379788,2.8978217,3.5854087,3.2112584,NISQAv2
wqc6g1y755ulfhnkoksei,33,M,AR,Buenos Aires,3,Shure 48,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02031088808.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,4.215537,4.2707324,4.3164973,4.024451,3.9305587,NISQAv2
qutvhu57mnvi6fizy1t3,2,F,CO,,1,test,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00848604729.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.3669596,4.357143,4.473751,4.1759295,4.262246,NISQAv2
c6o6iafmvykjd72hc517n,26,F,AR,Ciudad Aut�noma de Buenos Aires,4,Sony WH-1000XM4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00627937971.wav,3.0,E2,open_srl_es_ar_female_2,F,ARG,4.7064266,4.266968,4.693071,4.5220094,4.5316305,NISQAv2
iboag27p95cimh20dsteol,26,M,AR,Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01414016169.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.942598,4.117896,3.9112804,4.017127,3.684738,NISQAv2
7nx1cmjz8nin1rn9la865,26,M,AR,Buenos Aires,5,Samsung,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01060090779.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.6134996,4.4750967,4.6977406,4.5105186,4.5306954,NISQAv2
ee4i8isvlpyncgz1odqs,27,F,AR,Ciudad Aut�noma de Buenos Aires,2,sennheiser,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00174284275.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.4629245,3.6901429,4.1884656,3.569289,3.359563,NISQAv2
qs8j8yj1w5ilprwml3zr,27,M,AR,Ciudad Aut�noma de Buenos Aires,4,redragon,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01819305460.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.508231,3.8006365,4.6125116,4.5053453,3.6834867,NISQAv2
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01139982755.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.3816288,3.9740527,2.2088928,3.088487,3.722837,NISQAv2
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00705234264.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.728731,4.352535,4.6896086,4.4857154,4.475058,NISQAv2
206p58uyu9nk2vq5pzue1,27,M,AR,Ciudad Aut�noma de Buenos Aires,3,dt 880 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00348141774.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.174963,4.0466213,4.5056677,3.9158428,4.0889344,NISQAv2
r8o2ms5swtmufwnw27wiah,36,M,AR,Ciudad Aut�noma de Buenos Aires,2,Shure SE215,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01509182660.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.1636877,4.064173,4.2463284,4.0539627,4.239933,NISQAv2
r8o2ms5swtmufwnw27wiah,36,M,AR,Ciudad Aut�noma de Buenos Aires,2,Shure SE215,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00513915303.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.4343169,3.8880475,2.2005205,2.870603,3.7623098,NISQAv2
iwaqiwf7086hwu3jlrcvh,20,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00727257612.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.5306606,3.8176987,3.8868077,3.6702342,3.2930725,NISQAv2
iwaqiwf7086hwu3jlrcvh,20,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00503334717.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.449492,4.3482957,4.504212,4.2486625,4.4617977,NISQAv2
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00439871316.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.4690647,4.3347187,4.377254,4.1781087,4.3517203,NISQAv2
gjuhi5xh19bytuxd7u4j,26,M,ES,,3,JVC,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01304196005.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.6223645,4.2114,4.605271,4.4016542,4.507794,NISQAv2
73syy4aj18k6olr11ypxl,27,M,AR,Buenos Aires,4,audio technica athm50x,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02055158675.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,4.5150166,3.3315928,4.3736057,4.3049746,4.343654,NISQAv2
73syy4aj18k6olr11ypxl,27,M,AR,Buenos Aires,4,audio technica athm50x,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00111995270.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,3.2448885,3.8065088,3.0542023,3.1500442,2.707557,NISQAv2
27o0tqrm38o6wjtgaiqzy7,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser HD206,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01085113738.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.3441916,4.321737,4.4948897,4.1948667,4.283915,NISQAv2
27o0tqrm38o6wjtgaiqzy7,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser HD206,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00658675561.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.5015306,3.8156695,2.37792,2.755675,3.4680161,NISQAv2
eflnh6b2i1rrh5nbeihqq,26,M,AR,Buenos Aires,5,Parlante de la compu,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02090134287.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.4515533,4.4125576,4.620284,4.4406,4.41143,NISQAv2
puzr5n1dz0hnteu0g8wdrr,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser 202,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01250551227.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.611139,4.1171803,4.0122766,3.9244454,3.9193172,NISQAv2
puzr5n1dz0hnteu0g8wdrr,26,M,AR,Ciudad Aut�noma de Buenos Aires,2,Sennheiser 202,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00291574942.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.6158075,3.7593348,3.6491604,3.5273175,3.7412417,NISQAv2
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01137989518.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.0727456,3.830123,1.8856921,2.7963293,3.7499087,NISQAv2
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01397696990.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.391386,4.3212695,4.4722223,4.2022567,4.344053,NISQAv2
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00466371077.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.025724,4.147186,4.138684,3.918821,4.0555425,NISQAv2
e2q2qom6xvfgo3wyh5kqy9,30,M,AR,Ciudad Aut�noma de Buenos Aires,1,Motorola Pulse Max,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00802119191.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.4868007,4.2674546,4.4796247,4.227945,4.357843,NISQAv2
la9i1e7oumst6k8lv30b,26,M,AR,Buenos Aires,5,Senheisser,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01305852941.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.0264697,4.2674346,4.357799,4.2332525,3.764492,NISQAv2
jrttbqgqqienzwrc3qcif,29,M,AR,Ciudad Aut�noma de Buenos Aires,2,Beyerdynamic DT 990 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01210670029.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.680456,4.0746737,4.1290894,3.9433467,4.1122494,NISQAv2
vks4a5zeivbfimepmxbxq,25,M,AR,Buenos Aires,5,Logitech 433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01778919962.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.8009496,4.020446,2.992651,3.3002987,3.6781666,NISQAv2
8hawot9erl511ryvmug1d,28,M,AR,Buenos Aires,2,JABRA EVOLVE 20 MS,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01995628280.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.9970138,4.126669,4.168741,4.121731,4.325494,NISQAv2
8hawot9erl511ryvmug1d,28,M,AR,Buenos Aires,2,JABRA EVOLVE 20 MS,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02010317333.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.559066,4.1583114,4.6925235,4.524676,4.588221,NISQAv2
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02027569323.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.3278923,3.6726549,4.4286494,4.112,4.1238384,NISQAv2
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00141514478.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.647145,3.704284,4.6017714,4.467768,4.5245113,NISQAv2
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01910336600.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.9823735,4.276027,4.0662723,3.9353037,4.19603,NISQAv2
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00682168691.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.0147915,3.9839091,4.3770924,4.3208585,4.3693795,NISQAv2
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00844296271.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.614582,4.4998255,4.7228084,4.3193297,4.196728,NISQAv2
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Aut�noma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00597993062.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.5086527,4.238968,4.665496,4.338135,4.296567,NISQAv2
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01710405877.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.695464,4.438358,4.6564016,4.4265275,4.592779,NISQAv2
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Aut�noma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01025021675.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.682967,4.017427,2.9410536,3.4802334,4.114682,NISQAv2
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Aut�noma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01178164963.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.3738766,3.2344475,4.302368,4.1475625,3.9848182,NISQAv2
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01148869955.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.385293,4.1066685,4.54736,4.266023,4.407575,NISQAv2
8vv9ehdydhtteajhc5i3gs,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01120034916.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,3.8180554,4.2510014,3.4735599,4.1100254,4.428756,NISQAv2
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01572040261.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.9326289,4.269667,4.2206078,3.8285985,3.8447313,NISQAv2
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Aut�noma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00041110106.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.9717174,3.9851062,4.4999123,4.095137,4.3548355,NISQAv2
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02061014692.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.3486955,4.1426272,3.5422697,3.7735975,4.0368075,NISQAv2
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00963427221.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.493896,3.8614395,4.7008085,4.4534335,4.509089,NISQAv2
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01321300259.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.5661364,4.3017178,4.690244,4.3660097,4.3796525,NISQAv2
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01902807167.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.4389005,4.1756215,4.589036,3.9138606,4.254788,NISQAv2
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01676863735.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.351205,3.8612444,2.0543704,2.8308449,3.8462706,NISQAv2
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01292655949.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.2706475,4.116894,4.67892,4.3863645,4.492395,NISQAv2
0686z3qx28ycuvnhfh47s4,29,F,AR,Tierra del Fuego,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00379164869.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.2035406,3.599357,2.0658317,2.6420767,3.556333,NISQAv2
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01993791693.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.2982728,3.8451743,3.5905204,3.8512607,3.4261131,NISQAv2
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01661232902.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.7059643,3.9485352,4.177336,3.6299384,3.3418899,NISQAv2
bylf76d7dao0y9d8x8mms6r,30,M,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02070030257.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.0165057,3.9729455,4.28949,4.157446,4.2609067,NISQAv2
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00721265372.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.4693754,3.872019,3.1497238,3.7901254,4.144966,NISQAv2
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01644723213.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.5502088,4.0946403,3.1239827,3.4116256,2.8632138,NISQAv2
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00642218901.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.5822499,4.095412,3.7344725,3.591634,3.9530127,NISQAv2
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01938161914.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.4493327,3.9732845,4.431944,4.3037915,4.230494,NISQAv2
qvh7l545jkq297g7yxn8br,24,F,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01041822557.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.80741,4.1301274,2.8133814,3.2850718,4.086446,NISQAv2
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02059485034.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.727616,3.9430728,2.2741306,3.1457174,3.584025,NISQAv2
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00975193945.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.3146772,4.311802,4.4924574,4.2114406,3.6317453,NISQAv2
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01436794035.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.2096715,4.210633,4.2476006,3.9024894,4.101656,NISQAv2
7v8saqycz19pnkfk9ope8d,51,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00229307233.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.8969984,4.5145693,4.777235,4.5606484,4.6755266,NISQAv2
7v8saqycz19pnkfk9ope8d,51,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00443461703.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,2.3334403,3.3988717,1.892515,2.4879215,3.6634052,NISQAv2
7v8saqycz19pnkfk9ope8d,51,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01167197982.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.482413,4.341967,4.480647,4.3188825,4.469928,NISQAv2
a5k4htaq9hs34pnvl6wv,28,F,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00889844761.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.3972044,4.038501,4.4259424,4.213003,4.24853,NISQAv2
n7olijk734vnsoze5ufj,22,X,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01209307596.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.289205,4.29561,4.397359,4.036384,4.269557,NISQAv2
ttuv6lq5ifqyc6jpwgk94,44,F,AR,Chubut,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01601942170.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.572599,4.355977,4.6204343,4.387461,4.485451,NISQAv2
1op1nsk5as4g01i0b6df4,29,F,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00794994075.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.4266834,4.3645945,4.490881,4.204027,4.276406,NISQAv2
