db,stimuli,mos,mos_pred,model
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_63.wav,3.0,2.5351476669311523,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_50.wav,1.0,2.5036137104034424,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_30.wav,1.0,2.5272881984710693,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_52.wav,1.0,2.3135108947753906,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_46.wav,2.0,2.542670249938965,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_53.wav,2.0,2.6534717082977295,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_4.wav,2.0,2.7288224697113037,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_24.wav,2.0,2.7346701622009277,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_45.wav,2.0,2.58484148979187,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_41.wav,1.0,2.4704442024230957,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_90.wav,1.0,2.356271982192993,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_78.wav,1.0,2.494609832763672,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_71.wav,2.0,2.5767924785614014,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_25.wav,2.0,2.584228038787842,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_69.wav,1.0,2.4726901054382324,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_43.wav,1.0,2.5739758014678955,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_14.wav,1.0,2.624706268310547,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_94.wav,1.0,2.6787891387939453,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_6.wav,1.0,2.121905565261841,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_75.wav,1.0,2.673444986343384,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_8.wav,4.0,2.430539131164551,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_55.wav,1.0,2.4280433654785156,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_83.wav,1.0,2.6497180461883545,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_0.wav,2.0,2.6147849559783936,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_84.wav,2.0,2.588261365890503,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_17.wav,3.0,2.5978660583496094,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_36.wav,1.0,2.690371036529541,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_97.wav,1.0,2.5428500175476074,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_2.wav,1.0,2.664921522140503,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_37.wav,1.0,2.769515037536621,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_35.wav,3.0,2.4638044834136963,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_19.wav,2.0,2.4288413524627686,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_22.wav,1.0,2.468581199645996,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_67.wav,1.0,2.5310440063476562,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_74.wav,3.0,2.5657804012298584,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_54.wav,1.0,2.518519878387451,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_38.wav,2.0,2.424483060836792,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_47.wav,1.0,2.3262734413146973,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_57.wav,1.0,2.4337575435638428,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_48.wav,2.0,2.429067850112915,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_11.wav,1.0,2.272721290588379,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_58.wav,2.0,2.4530889987945557,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_77.wav,2.0,2.4333577156066895,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_62.wav,2.0,2.5598978996276855,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_44.wav,2.0,2.640707015991211,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_1.wav,2.0,2.2816975116729736,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_99.wav,3.0,2.66599702835083,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_21.wav,2.0,2.539825677871704,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_29.wav,3.0,2.5253565311431885,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_87.wav,2.0,2.582249402999878,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_13.wav,2.0,2.5811362266540527,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_82.wav,2.0,2.3629024028778076,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_92.wav,3.0,2.4411306381225586,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_15.wav,2.0,2.2765889167785645,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_8.wav,2.0,2.430539131164551,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_70.wav,2.0,2.5938456058502197,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_25.wav,2.0,2.5842278003692627,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_72.wav,2.0,2.2368693351745605,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_20.wav,3.0,2.7634196281433105,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_31.wav,2.0,2.5659611225128174,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_69.wav,2.0,2.4726903438568115,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_9.wav,2.0,2.3370180130004883,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_93.wav,3.0,2.517092704772949,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_40.wav,2.0,2.7465646266937256,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_11.wav,2.0,2.272721290588379,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_42.wav,2.0,2.6787893772125244,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_58.wav,3.0,2.4530889987945557,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_52.wav,2.0,2.3135108947753906,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_29.wav,2.0,2.5253565311431885,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_74.wav,3.0,2.5657806396484375,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_23.wav,2.0,2.4899234771728516,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_57.wav,1.0,2.433757781982422,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_98.wav,1.0,2.4501569271087646,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_68.wav,2.0,2.3906946182250977,finetune_NISQA_1
A4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A4/sabrina_loquendo_53.wav,2.0,2.6534714698791504,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/96.wav,3.0,2.658182382583618,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/138.wav,3.0,2.914346933364868,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/194.wav,4.0,2.7061338424682617,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/171.wav,2.0,2.5588362216949463,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/108.wav,2.0,2.565861463546753,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/110.wav,4.0,2.9049267768859863,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/141.wav,4.0,2.833500385284424,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/118.wav,4.0,2.769056797027588,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/121.wav,4.0,2.4165501594543457,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/129.wav,5.0,2.647782325744629,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/192.wav,1.0,2.6716201305389404,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/153.wav,3.0,2.5318002700805664,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/93.wav,4.0,3.013690233230591,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/198.wav,4.0,2.8064069747924805,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/128.wav,2.0,2.5540099143981934,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/146.wav,2.0,2.4033823013305664,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/114.wav,1.0,2.6982293128967285,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/145.wav,2.0,2.752856492996216,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/167.wav,2.0,2.4816813468933105,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/180.wav,4.0,2.909780979156494,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/148.wav,3.0,2.561023235321045,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/116.wav,1.0,2.6059701442718506,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/92.wav,2.0,2.694404363632202,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/190.wav,2.0,2.7100932598114014,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/179.wav,4.0,2.732907295227051,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/158.wav,5.0,2.7402966022491455,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/163.wav,5.0,2.551048755645752,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/170.wav,5.0,3.0938332080841064,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/135.wav,3.0,2.4994184970855713,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/125.wav,3.0,2.5801186561584473,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/164.wav,3.0,2.486393690109253,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/104.wav,5.0,2.948932409286499,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/187.wav,3.0,2.873873472213745,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/117.wav,3.0,2.732067584991455,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/152.wav,2.0,2.638913869857788,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/112.wav,4.0,2.3582184314727783,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/172.wav,3.0,3.4828665256500244,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/154.wav,3.0,3.3785781860351562,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/119.wav,5.0,2.510227918624878,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/165.wav,4.0,2.5698976516723633,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/151.wav,3.0,3.070218086242676,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/159.wav,4.0,2.841736078262329,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/175.wav,5.0,2.395390033721924,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/139.wav,5.0,2.474062204360962,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/177.wav,4.0,2.547090530395508,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/144.wav,3.0,2.4806814193725586,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/182.wav,4.0,2.5831708908081055,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/197.wav,1.0,2.8033976554870605,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/140.wav,1.0,2.4513237476348877,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/160.wav,2.0,2.992347478866577,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/184.wav,2.0,2.287076950073242,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/149.wav,2.0,2.4349584579467773,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/174.wav,1.0,2.4975547790527344,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/147.wav,1.0,2.8017117977142334,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/186.wav,2.0,3.0224294662475586,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/188.wav,2.0,2.5608456134796143,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/137.wav,1.0,2.5554754734039307,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/127.wav,2.0,2.492025852203369,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/166.wav,4.0,2.8615617752075195,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/176.wav,2.0,2.6870570182800293,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/134.wav,3.0,3.1789638996124268,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/113.wav,3.0,3.172837734222412,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/107.wav,2.0,2.474597692489624,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/150.wav,1.0,2.331997871398926,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/168.wav,2.0,2.3801188468933105,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/111.wav,2.0,2.5115017890930176,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/115.wav,1.0,2.5038630962371826,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/100.wav,1.0,3.8669509887695312,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/191.wav,2.0,2.5367472171783447,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/125.wav,4.0,2.5801186561584473,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/109.wav,1.0,2.42207407951355,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/166.wav,1.0,2.8615615367889404,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/141.wav,2.0,2.833500385284424,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/116.wav,1.0,2.6059701442718506,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/160.wav,1.0,2.992347478866577,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/142.wav,2.0,2.6282153129577637,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/102.wav,3.0,2.7263731956481934,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/195.wav,2.0,2.594099521636963,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/182.wav,2.0,2.5831708908081055,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/127.wav,1.0,2.492025852203369,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/129.wav,2.0,2.647782564163208,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/169.wav,2.0,2.455829381942749,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/114.wav,1.0,2.6982295513153076,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/100.wav,2.0,3.8669509887695312,finetune_NISQA_1
A6,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/A/A6/105.wav,3.0,2.515033483505249,finetune_NISQA_1
