participant_id,age,gender_participant,country,province,education,headphone_brand,stimuli,score,stimuli_group,stimuli_service,gender_stimuli,dialect,mos_pred,model
36w18huenqzembkxhb4b67,28,M,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01838963639.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.129018306732178,NISQA_TTS_v1
i035g56vlm5ayg6ke1amp,25,F,AR,Buenos Aires,3,Samsung,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01852058096.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.754742622375488,NISQA_TTS_v1
i035g56vlm5ayg6ke1amp,25,F,AR,Buenos Aires,3,Samsung,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00607531266.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.750790119171143,NISQA_TTS_v1
4kkajwqbxbr4zfc0eys6a3,53,M,AR,Ciudad Autónoma de Buenos Aires,4,Sony WH-1000XM5,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01983307905.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,3.425490379333496,NISQA_TTS_v1
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00267144431.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,4.647430419921875,NISQA_TTS_v1
ztwx6tnel7ogegc0h9hjqr,27,F,AR,Buenos Aires,2,Philips ,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01519113277.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,3.0304884910583496,NISQA_TTS_v1
wqc6g1y755ulfhnkoksei,33,M,AR,Buenos Aires,3,Shure 48,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02031088808.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,4.480491638183594,NISQA_TTS_v1
c6o6iafmvykjd72hc517n,26,F,AR,Ciudad Autónoma de Buenos Aires,4,Sony WH-1000XM4,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00627937971.wav,3.0,E2,open_srl_es_ar_female_2,F,ARG,4.56888484954834,NISQA_TTS_v1
iboag27p95cimh20dsteol,26,M,AR,Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01414016169.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.753175258636475,NISQA_TTS_v1
7nx1cmjz8nin1rn9la865,26,M,AR,Buenos Aires,5,Samsung,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01060090779.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.92276668548584,NISQA_TTS_v1
ee4i8isvlpyncgz1odqs,27,F,AR,Ciudad Autónoma de Buenos Aires,2,sennheiser,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00174284275.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.6249279975891113,NISQA_TTS_v1
qs8j8yj1w5ilprwml3zr,27,M,AR,Ciudad Autónoma de Buenos Aires,4,redragon,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01819305460.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.734188079833984,NISQA_TTS_v1
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01139982755.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.470761299133301,NISQA_TTS_v1
k4yipc557y1uklyxj98p4,26,M,AR,Buenos Aires,5,samsung in ear ale,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00705234264.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.677870750427246,NISQA_TTS_v1
206p58uyu9nk2vq5pzue1,27,M,AR,Ciudad Autónoma de Buenos Aires,3,dt 880 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00348141774.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.420482635498047,NISQA_TTS_v1
r8o2ms5swtmufwnw27wiah,36,M,AR,Ciudad Autónoma de Buenos Aires,2,Shure SE215,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01509182660.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.444764137268066,NISQA_TTS_v1
r8o2ms5swtmufwnw27wiah,36,M,AR,Ciudad Autónoma de Buenos Aires,2,Shure SE215,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00513915303.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.4217116832733154,NISQA_TTS_v1
iwaqiwf7086hwu3jlrcvh,20,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00727257612.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.671820163726807,NISQA_TTS_v1
iwaqiwf7086hwu3jlrcvh,20,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00503334717.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.16092586517334,NISQA_TTS_v1
cygru7b0m97zh2lg5og05,26,M,AR,Buenos Aires,3,Logitech G433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00439871316.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.662098407745361,NISQA_TTS_v1
gjuhi5xh19bytuxd7u4j,26,M,ES,,3,JVC,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01304196005.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.997148036956787,NISQA_TTS_v1
73syy4aj18k6olr11ypxl,27,M,AR,Buenos Aires,4,audio technica athm50x,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02055158675.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,4.609891891479492,NISQA_TTS_v1
73syy4aj18k6olr11ypxl,27,M,AR,Buenos Aires,4,audio technica athm50x,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00111995270.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,4.657434940338135,NISQA_TTS_v1
27o0tqrm38o6wjtgaiqzy7,29,M,AR,Ciudad Autónoma de Buenos Aires,2,Sennheiser HD206,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01085113738.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.589571952819824,NISQA_TTS_v1
27o0tqrm38o6wjtgaiqzy7,29,M,AR,Ciudad Autónoma de Buenos Aires,2,Sennheiser HD206,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00658675561.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.567883014678955,NISQA_TTS_v1
eflnh6b2i1rrh5nbeihqq,26,M,AR,Buenos Aires,5,Parlante de la compu,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02090134287.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.550267219543457,NISQA_TTS_v1
puzr5n1dz0hnteu0g8wdrr,26,M,AR,Ciudad Autónoma de Buenos Aires,2,Sennheiser 202,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01250551227.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.712865352630615,NISQA_TTS_v1
puzr5n1dz0hnteu0g8wdrr,26,M,AR,Ciudad Autónoma de Buenos Aires,2,Sennheiser 202,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00291574942.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.991889476776123,NISQA_TTS_v1
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01137989518.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.600867748260498,NISQA_TTS_v1
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01397696990.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.688676357269287,NISQA_TTS_v1
ysobwzccpice783avao5c,30,M,AR,Chubut,4,Audio-Technica M50X,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00466371077.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.794193744659424,NISQA_TTS_v1
e2q2qom6xvfgo3wyh5kqy9,30,M,AR,Ciudad Autónoma de Buenos Aires,1,Motorola Pulse Max,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00802119191.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.834688186645508,NISQA_TTS_v1
la9i1e7oumst6k8lv30b,26,M,AR,Buenos Aires,5,Senheisser,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01305852941.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.58052396774292,NISQA_TTS_v1
jrttbqgqqienzwrc3qcif,29,M,AR,Ciudad Autónoma de Buenos Aires,2,Beyerdynamic DT 990 pro,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01210670029.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.537695407867432,NISQA_TTS_v1
vks4a5zeivbfimepmxbxq,25,M,AR,Buenos Aires,5,Logitech 433,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01778919962.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.231138706207275,NISQA_TTS_v1
8hawot9erl511ryvmug1d,28,M,AR,Buenos Aires,2,JABRA EVOLVE 20 MS,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01995628280.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.629415988922119,NISQA_TTS_v1
8hawot9erl511ryvmug1d,28,M,AR,Buenos Aires,2,JABRA EVOLVE 20 MS,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02010317333.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.717702388763428,NISQA_TTS_v1
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02027569323.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.593667507171631,NISQA_TTS_v1
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00141514478.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.574336528778076,NISQA_TTS_v1
3u64elxh3bm4hoeutjzcgg,26,M,AR,Jujuy,5,Audio-Technica ATH-ANC700BT,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01910336600.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.306653022766113,NISQA_TTS_v1
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00682168691.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.435678005218506,NISQA_TTS_v1
r5oyw6bphipfrusmxjmul8,30,M,AR,Buenos Aires,4,Redragon H510,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00844296271.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.495292663574219,NISQA_TTS_v1
cirn7eog41vg0o0yloylkb,38,M,AR,Ciudad Autónoma de Buenos Aires,3,behringer,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00597993062.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.287380218505859,NISQA_TTS_v1
c7sw3mgoqk8joc7ltgswmq,37,M,AR,Buenos Aires,1,Sony,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01710405877.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.549973249435425,NISQA_TTS_v1
kufwhzb3v0da7ognamj9lj,29,F,AR,Ciudad Autónoma de Buenos Aires,3,Airpods Pro 3era generaci�n,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01025021675.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.711794853210449,NISQA_TTS_v1
l61ianl0xcl23xyrqw1c5g,28,M,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01178164963.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.721491813659668,NISQA_TTS_v1
27v7gfob3bcutmzb232i,27,X,AR,Buenos Aires,4,Samsung IA500,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01148869955.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.775477886199951,NISQA_TTS_v1
8vv9ehdydhtteajhc5i3gs,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01120034916.wav,4.0,E2,open_srl_es_ar_female_2,F,ARG,4.871014595031738,NISQA_TTS_v1
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01572040261.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.505381107330322,NISQA_TTS_v1
1fgxubpy0xwiv2pej4vr2b9,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00041110106.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.681619644165039,NISQA_TTS_v1
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02061014692.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.658234119415283,NISQA_TTS_v1
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00963427221.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.286065578460693,NISQA_TTS_v1
9p8073vpokhypph8y2w3np,51,M,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01321300259.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.391672134399414,NISQA_TTS_v1
i32rhoo9jorzz2cutckge,61,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01902807167.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.561553001403809,NISQA_TTS_v1
syisq60f84n1v8n1z217m,31,F,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01676863735.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.885678291320801,NISQA_TTS_v1
23941hs1otfeqo20p4kqo,24,F,AR,Chaco,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01292655949.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.7437424659729,NISQA_TTS_v1
0686z3qx28ycuvnhfh47s4,29,F,AR,Tierra del Fuego,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00379164869.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.8025753498077393,NISQA_TTS_v1
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01993791693.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.600366115570068,NISQA_TTS_v1
lg9zv08b06m9xgy94i9wzm,22,F,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01661232902.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.601435661315918,NISQA_TTS_v1
bylf76d7dao0y9d8x8mms6r,30,M,AR,Buenos Aires,1,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02070030257.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.8294742107391357,NISQA_TTS_v1
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00721265372.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.669549942016602,NISQA_TTS_v1
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01644723213.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.0841596126556396,NISQA_TTS_v1
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00642218901.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.3408403396606445,NISQA_TTS_v1
ob703ludngf18wbc1t5jj6,52,M,AR,Río Negro,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01938161914.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.695345878601074,NISQA_TTS_v1
qvh7l545jkq297g7yxn8br,24,F,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01041822557.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.4747302532196045,NISQA_TTS_v1
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02059485034.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.6447882652282715,NISQA_TTS_v1
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00975193945.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.550425052642822,NISQA_TTS_v1
k9r8wtrwq8cdtu5kbuy3ye,26,F,AR,Ciudad Autónoma de Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01436794035.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.676100254058838,NISQA_TTS_v1
7v8saqycz19pnkfk9ope8d,51,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00229307233.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.649876117706299,NISQA_TTS_v1
7v8saqycz19pnkfk9ope8d,51,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00443461703.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.543831825256348,NISQA_TTS_v1
7v8saqycz19pnkfk9ope8d,51,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01167197982.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.486844539642334,NISQA_TTS_v1
a5k4htaq9hs34pnvl6wv,28,F,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00889844761.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.681309700012207,NISQA_TTS_v1
n7olijk734vnsoze5ufj,22,X,AR,Ciudad Autónoma de Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01209307596.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.76304292678833,NISQA_TTS_v1
ttuv6lq5ifqyc6jpwgk94,44,F,AR,Chubut,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01601942170.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.442584037780762,NISQA_TTS_v1
1op1nsk5as4g01i0b6df4,29,F,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00794994075.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.521806716918945,NISQA_TTS_v1
1op1nsk5as4g01i0b6df4,29,F,AR,Buenos Aires,3,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01578523986.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.659679412841797,NISQA_TTS_v1
l75lxrs7z1jpq8897r1nkd,19,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01093784291.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.638945579528809,NISQA_TTS_v1
l75lxrs7z1jpq8897r1nkd,19,M,AR,Buenos Aires,2,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00198173829.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.3240106105804443,NISQA_TTS_v1
k38skaq9tissznsc4sb4,25,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01087181303.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.7549808025360107,NISQA_TTS_v1
fypisyyk7pih14hbwgdny,29,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00220369180.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.685656547546387,NISQA_TTS_v1
fypisyyk7pih14hbwgdny,29,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02007559797.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.973238706588745,NISQA_TTS_v1
927jdmii4xcxbhn00rvjc,27,M,AR,Ciudad Autónoma de Buenos Aires,5,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01853392404.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.9240362644195557,NISQA_TTS_v1
iautk69t1vbge89n93ao5,29,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01166860348.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,3.7533886432647705,NISQA_TTS_v1
iautk69t1vbge89n93ao5,29,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_02087106852.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.628902912139893,NISQA_TTS_v1
41ipc2ehbde5wrxnyq0w55,28,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_00011690401.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.738194465637207,NISQA_TTS_v1
41ipc2ehbde5wrxnyq0w55,28,M,AR,Buenos Aires,4,,/home/udesa_ubuntu/tesis/frontend/public/assets/stimuli_norm/E/E2/arf_00610_01353437502.wav,5.0,E2,open_srl_es_ar_female_2,F,ARG,4.416652202606201,NISQA_TTS_v1
